,owner,repository_name,language,size,watchers_count,forks_count,visibility,forks,watchers
83,netflix,fast_jsonapi,Ruby,336,5091,427,public,427,5091
84,netflix,Fenzo,Java,1787,703,115,public,115,703
85,netflix,Fido,C#,4495,815,168,public,168,815
86,netflix,flamescope,Python,8151,2922,176,public,176,2922
87,netflix,frigga,Java,509,36,51,public,51,36
88,netflix,genie,Java,205071,1636,365,public,365,1636
89,netflix,glisten,Groovy,49482,65,31,public,31,65
90,netflix,go-env,Go,58,494,54,public,54,494
91,netflix,go-expect,Go,80,398,59,public,59,398
92,netflix,go-iomux,Go,76,21,1,public,1,21
93,netflix,governator,Java,4569,822,185,public,185,822
94,netflix,gradle-template,Java,679,244,110,public,110,244
95,netflix,hal-9001,Go,428,176,23,public,23,176
96,netflix,hollow,Java,23474,1101,202,public,202,1101
97,netflix,hollow-reference-implementation,Java,188,38,44,public,44,38
98,netflix,hubcommander,Python,779,1254,161,public,161,1254
99,netflix,Hystrix,Java,9799,23608,4724,public,4724,23608
100,netflix,iceberg,Java,2531,455,60,public,60,455
101,netflix,iep,Java,4995,84,43,public,43,84
102,netflix,iep-shadow,,1283,5,14,public,14,5
103,netflix,image_compression_comparison,Python,232,253,30,public,30,253
104,netflix,inviso,JavaScript,213,205,71,public,71,205
105,netflix,karyon,Java,2586,497,163,public,163,497
