,owner,repository_name,language,size,watchers_count,forks_count,visibility,forks,watchers
226,spotify,spymaster,Python,7,1,2,public,2,1
227,spotify,squashing-census-exporter,Kotlin,82,4,1,public,1,4
228,spotify,ssh-agent-proxy,Java,96,9,5,public,5,9
229,spotify,ssh-agent-tls,Java,101,9,3,public,3,9
230,spotify,styx,Java,9731,267,57,public,57,267
231,spotify,super-smash-brogp,Python,1480,98,20,public,20,98
232,spotify,swupdate,,13176,0,1,public,1,0
233,spotify,syslog-redirector,Go,375,42,12,public,12,42
234,spotify,syslog-redirector-golang,Go,71192,1,2,public,2,1
235,spotify,talos,Ruby,54,27,6,public,6,27
236,spotify,terraform-gke-kubeflow-cluster,HCL,26,210,32,public,32,210
237,spotify,terraform-google-aws-hybrid-cloud-vpn,HCL,31,28,17,public,17,28
238,spotify,terraform-google-grr,HCL,69,51,10,public,10,51
239,spotify,testing-game,Python,38,34,11,public,11,34
240,spotify,tfexample-derive,Scala,144,9,5,public,5,9
241,spotify,tfreader,Scala,974,58,17,public,17,58
242,spotify,tfx,Python,238780,0,0,public,0,0
243,spotify,threaddump-analyzer,JavaScript,502,474,88,public,88,474
244,spotify,trickle,Java,277,285,20,public,20,285
245,spotify,ts-interface-loader,TypeScript,2184,23,5,public,5,23
246,spotify,tutter-jenkins,Ruby,7,9,5,public,5,9
247,spotify,uboot,,89805,0,0,public,0,0
248,spotify,ulogger,Python,71,10,8,public,8,10
249,spotify,Vandelay,Java,157,9,1,public,1,9
250,spotify,vdisk,Python,58,16,8,public,8,16
251,spotify,visualizer-app,,744,80,31,public,31,80
252,spotify,volcano,Go,68745,3,2,public,2,3
253,spotify,voyager,C++,917,62,1,public,1,62
254,spotify,wasd,Java,232,16,6,public,6,16
255,spotify,web-api,RAML,43,981,87,public,87,981
256,spotify,web-api-examples,HTML,36,1861,1581,public,1581,1861
257,spotify,web-audio-bench,JavaScript,977,26,4,public,4,26
258,spotify,web-playback-sdk,,8,108,7,public,7,108
259,spotify,web-scripts,TypeScript,7494,374,69,public,69,374
260,spotify,web-scripts-library-template,TypeScript,112,17,2,public,2,17
261,spotify,XCMetrics,Swift,31271,1041,72,public,72,1041
262,spotify,XCRemoteCache,Swift,4700,795,48,public,48,795
263,spotify,zoltar,Java,1962,141,39,public,39,141
